Consumer,Frequency,Gender,Age,Homesize,Work,Income,Preference,Sweetness,BITTER,Crisp,sens1,sens2,product
197,1,2,3,1,4,NA,6,2,2,2,0.465522145,1.32344672,Turbo_L
197,1,2,3,1,4,NA,4,2,2,2,-6.240110102,-1.115678747,Yukon_E
197,1,2,3,1,4,NA,4,2,4,2,-6.260080193,4.918154752,Yukon_L
198,2,2,3,3,4,2,5,4,2,3,6.682682581,-2.541967427,Bolero_E
198,2,2,3,3,4,2,5,4,2,3,6.44115938,3.538032306,Bolero_L
198,2,2,3,3,4,2,4,3,2,3,-1.948242663,-4.2903897,Major_E
198,2,2,3,3,4,2,3,1,4,2,0.481107608,-1.331679381,Major_L
198,2,2,3,3,4,2,6,5,2,4,2.180890883,-4.670070418,Navar_E
198,2,2,3,3,4,2,5,3,2,3,2.078225118,3.414982277,Navar_L
198,2,2,3,3,4,2,4,2,1,2,-4.078251216,-1.249329138,Nelson_E
198,2,2,3,3,4,2,6,5,1,5,0.789331742,6.42021138,Nelson_L
198,2,2,3,3,4,2,4,3,2,2,-0.592235283,-4.415712623,Turbo_E
198,2,2,3,3,4,2,5,4,2,3,0.465522145,1.32344672,Turbo_L
198,2,2,3,3,4,2,5,4,1,4,-6.240110102,-1.115678747,Yukon_E
198,2,2,3,3,4,2,4,2,2,2,-6.260080193,4.918154752,Yukon_L
199,1,2,4,3,7,NA,5,3,2,3,6.682682581,-2.541967427,Bolero_E
199,1,2,4,3,7,NA,6,5,2,3,6.44115938,3.538032306,Bolero_L
199,1,2,4,3,7,NA,4,2,1,3,-1.948242663,-4.2903897,Major_E
199,1,2,4,3,7,NA,5,2,1,2,0.481107608,-1.331679381,Major_L
199,1,2,4,3,7,NA,4,2,1,2,2.180890883,-4.670070418,Navar_E
199,1,2,4,3,7,NA,6,6,2,4,2.078225118,3.414982277,Navar_L
199,1,2,4,3,7,NA,6,3,1,3,-4.078251216,-1.249329138,Nelson_E
199,1,2,4,3,7,NA,4,1,1,1,0.789331742,6.42021138,Nelson_L
199,1,2,4,3,7,NA,4,1,1,1,-0.592235283,-4.415712623,Turbo_E
199,1,2,4,3,7,NA,6,4,2,2,0.465522145,1.32344672,Turbo_L
199,1,2,4,3,7,NA,5,4,3,3,-6.240110102,-1.115678747,Yukon_E
199,1,2,4,3,7,NA,5,4,2,2,-6.260080193,4.918154752,Yukon_L
200,1,2,3,3,2,NA,5,3,2,3,6.682682581,-2.541967427,Bolero_E
200,1,2,3,3,2,NA,6,5,3,4,6.44115938,3.538032306,Bolero_L
200,1,2,3,3,2,NA,4,4,3,4,-1.948242663,-4.2903897,Major_E
200,1,2,3,3,2,NA,6,5,1,6,0.481107608,-1.331679381,Major_L
200,1,2,3,3,2,NA,5,4,2,3,2.180890883,-4.670070418,Navar_E
200,1,2,3,3,2,NA,6,6,1,6,2.078225118,3.414982277,Navar_L
200,1,2,3,3,2,NA,7,5,1,5,-4.078251216,-1.249329138,Nelson_E
200,1,2,3,3,2,NA,7,6,2,6,0.789331742,6.42021138,Nelson_L
200,1,2,3,3,2,NA,6,6,2,5,-0.592235283,-4.415712623,Turbo_E
200,1,2,3,3,2,NA,5,4,5,3,0.465522145,1.32344672,Turbo_L
200,1,2,3,3,2,NA,6,5,2,5,-6.240110102,-1.115678747,Yukon_E
200,1,2,3,3,2,NA,6,4,1,5,-6.260080193,4.918154752,Yukon_L
201,2,1,3,3,3,3,5,3,2,3,6.682682581,-2.541967427,Bolero_E
201,2,1,3,3,3,3,5,4,2,3,6.44115938,3.538032306,Bolero_L
201,2,1,3,3,3,3,4,2,3,3,-1.948242663,-4.2903897,Major_E
201,2,1,3,3,3,3,5,4,2,4,0.481107608,-1.331679381,Major_L
201,2,1,3,3,3,3,5,3,2,3,2.180890883,-4.670070418,Navar_E
201,2,1,3,3,3,3,5,5,2,4,2.078225118,3.414982277,Navar_L
201,2,1,3,3,3,3,4,2,2,3,-4.078251216,-1.249329138,Nelson_E
201,2,1,3,3,3,3,5,4,1,4,0.789331742,6.42021138,Nelson_L
201,2,1,3,3,3,3,4,2,3,4,-0.592235283,-4.415712623,Turbo_E
201,2,1,3,3,3,3,4,4,2,3,0.465522145,1.32344672,Turbo_L
201,2,1,3,3,3,3,5,3,2,3,-6.240110102,-1.115678747,Yukon_E
201,2,1,3,3,3,3,5,4,2,5,-6.260080193,4.918154752,Yukon_L
202,1,1,1,3,6,3,5,5,2,4,6.682682581,-2.541967427,Bolero_E
202,1,1,1,3,6,3,6,6,1,6,6.44115938,3.538032306,Bolero_L
202,1,1,1,3,6,3,4,4,2,3,-1.948242663,-4.2903897,Major_E
202,1,1,1,3,6,3,3,2,3,2,0.481107608,-1.331679381,Major_L
202,1,1,1,3,6,3,4,4,2,4,2.180890883,-4.670070418,Navar_E
202,1,1,1,3,6,3,5,5,1,5,2.078225118,3.414982277,Navar_L
202,1,1,1,3,6,3,5,3,2,3,-4.078251216,-1.249329138,Nelson_E
202,1,1,1,3,6,3,5,5,1,5,0.789331742,6.42021138,Nelson_L
202,1,1,1,3,6,3,4,3,2,2,-0.592235283,-4.415712623,Turbo_E
202,1,1,1,3,6,3,4,2,4,2,0.465522145,1.32344672,Turbo_L
202,1,1,1,3,6,3,4,3,3,3,-6.240110102,-1.115678747,Yukon_E
202,1,1,1,3,6,3,4,5,1,5,-6.260080193,4.918154752,Yukon_L
203,1,2,3,1,7,1,5,4,3,3,6.682682581,-2.541967427,Bolero_E
203,1,2,3,1,7,1,7,6,1,5,6.44115938,3.538032306,Bolero_L
203,1,2,3,1,7,1,4,2,2,1,-1.948242663,-4.2903897,Major_E
203,1,2,3,1,7,1,6,3,2,4,0.481107608,-1.331679381,Major_L
203,1,2,3,1,7,1,5,5,1,5,2.180890883,-4.670070418,Navar_E
203,1,2,3,1,7,1,5,3,1,3,2.078225118,3.414982277,Navar_L
203,1,2,3,1,7,1,4,2,1,3,-4.078251216,-1.249329138,Nelson_E
203,1,2,3,1,7,1,4,4,2,5,0.789331742,6.42021138,Nelson_L
203,1,2,3,1,7,1,5,2,1,3,-0.592235283,-4.415712623,Turbo_E
203,1,2,3,1,7,1,3,3,3,3,0.465522145,1.32344672,Turbo_L
203,1,2,3,1,7,1,4,3,1,2,-6.240110102,-1.115678747,Yukon_E
203,1,2,3,1,7,1,5,5,2,5,-6.260080193,4.918154752,Yukon_L
204,1,1,4,1,7,2,6,2,3,2,6.682682581,-2.541967427,Bolero_E
204,1,1,4,1,7,2,6,4,1,4,6.44115938,3.538032306,Bolero_L
204,1,1,4,1,7,2,4,2,1,2,-1.948242663,-4.2903897,Major_E
204,1,1,4,1,7,2,6,4,2,3,0.481107608,-1.331679381,Major_L
204,1,1,4,1,7,2,4,3,1,3,2.180890883,-4.670070418,Navar_E
204,1,1,4,1,7,2,6,4,2,4,2.078225118,3.414982277,Navar_L
204,1,1,4,1,7,2,6,3,1,5,-4.078251216,-1.249329138,Nelson_E
204,1,1,4,1,7,2,5,4,2,4,0.789331742,6.42021138,Nelson_L
204,1,1,4,1,7,2,3,1,2,2,-0.592235283,-4.415712623,Turbo_E
204,1,1,4,1,7,2,4,2,2,2,0.465522145,1.32344672,Turbo_L
204,1,1,4,1,7,2,4,4,2,4,-6.240110102,-1.115678747,Yukon_E
204,1,1,4,1,7,2,6,4,2,4,-6.260080193,4.918154752,Yukon_L
205,1,2,4,1,7,2,6,4,2,4,6.682682581,-2.541967427,Bolero_E
205,1,2,4,1,7,2,5,3,2,3,6.44115938,3.538032306,Bolero_L
205,1,2,4,1,7,2,4,2,1,2,-1.948242663,-4.2903897,Major_E
205,1,2,4,1,7,2,4,3,2,4,0.481107608,-1.331679381,Major_L
205,1,2,4,1,7,2,3,2,4,2,2.180890883,-4.670070418,Navar_E
205,1,2,4,1,7,2,5,5,2,5,2.078225118,3.414982277,Navar_L
205,1,2,4,1,7,2,5,5,1,5,-4.078251216,-1.249329138,Nelson_E
205,1,2,4,1,7,2,6,5,1,5,0.789331742,6.42021138,Nelson_L
205,1,2,4,1,7,2,3,2,5,2,-0.592235283,-4.415712623,Turbo_E
205,1,2,4,1,7,2,6,5,1,5,0.465522145,1.32344672,Turbo_L
205,1,2,4,1,7,2,5,3,2,3,-6.240110102,-1.115678747,Yukon_E
205,1,2,4,1,7,2,6,5,1,5,-6.260080193,4.918154752,Yukon_L
206,1,1,4,3,7,2,4,4,2,5,6.682682581,-2.541967427,Bolero_E
206,1,1,4,3,7,2,7,7,1,6,6.44115938,3.538032306,Bolero_L
206,1,1,4,3,7,2,3,3,4,4,-1.948242663,-4.2903897,Major_E
206,1,1,4,3,7,2,5,5,2,3,0.481107608,-1.331679381,Major_L
206,1,1,4,3,7,2,5,3,4,3,2.180890883,-4.670070418,Navar_E
206,1,1,4,3,7,2,5,4,3,3,2.078225118,3.414982277,Navar_L
206,1,1,4,3,7,2,5,5,2,5,-4.078251216,-1.249329138,Nelson_E
206,1,1,4,3,7,2,5,4,3,4,0.789331742,6.42021138,Nelson_L
206,1,1,4,3,7,2,4,2,3,2,-0.592235283,-4.415712623,Turbo_E
206,1,1,4,3,7,2,6,6,2,5,0.465522145,1.32344672,Turbo_L
206,1,1,4,3,7,2,4,3,4,2,-6.240110102,-1.115678747,Yukon_E
206,1,1,4,3,7,2,7,6,1,6,-6.260080193,4.918154752,Yukon_L
207,1,2,4,3,7,2,4,3,3,2,6.682682581,-2.541967427,Bolero_E
207,1,2,4,3,7,2,5,4,4,4,6.44115938,3.538032306,Bolero_L
207,1,2,4,3,7,2,4,4,4,3,-1.948242663,-4.2903897,Major_E
207,1,2,4,3,7,2,6,5,2,4,0.481107608,-1.331679381,Major_L
207,1,2,4,3,7,2,5,6,4,4,2.180890883,-4.670070418,Navar_E
207,1,2,4,3,7,2,3,2,5,1,2.078225118,3.414982277,Navar_L
207,1,2,4,3,7,2,6,4,3,5,-4.078251216,-1.249329138,Nelson_E
207,1,2,4,3,7,2,7,5,2,6,0.789331742,6.42021138,Nelson_L
207,1,2,4,3,7,2,3,2,4,1,-0.592235283,-4.415712623,Turbo_E
207,1,2,4,3,7,2,6,5,2,2,0.465522145,1.32344672,Turbo_L
207,1,2,4,3,7,2,5,3,3,3,-6.240110102,-1.115678747,Yukon_E
207,1,2,4,3,7,2,5,4,3,2,-6.260080193,4.918154752,Yukon_L
208,3,2,3,1,1,3,6,2,3,4,6.682682581,-2.541967427,Bolero_E
208,3,2,3,1,1,3,5,1,2,4,6.44115938,3.538032306,Bolero_L
208,3,2,3,1,1,3,4,1,1,2,-1.948242663,-4.2903897,Major_E
208,3,2,3,1,1,3,5,3,1,4,0.481107608,-1.331679381,Major_L
208,3,2,3,1,1,3,7,3,1,5,2.180890883,-4.670070418,Navar_E
208,3,2,3,1,1,3,4,3,5,4,2.078225118,3.414982277,Navar_L
208,3,2,3,1,1,3,4,3,1,3,-4.078251216,-1.249329138,Nelson_E
208,3,2,3,1,1,3,5,4,2,3,0.789331742,6.42021138,Nelson_L
208,3,2,3,1,1,3,4,1,1,2,-0.592235283,-4.415712623,Turbo_E
208,3,2,3,1,1,3,6,4,2,6,0.465522145,1.32344672,Turbo_L
208,3,2,3,1,1,3,4,2,1,2,-6.240110102,-1.115678747,Yukon_E
208,3,2,3,1,1,3,6,6,1,4,-6.260080193,4.918154752,Yukon_L
209,1,2,2,3,2,3,4,2,1,2,6.682682581,-2.541967427,Bolero_E
209,1,2,2,3,2,3,6,5,1,4,6.44115938,3.538032306,Bolero_L
209,1,2,2,3,2,3,5,3,2,2,-1.948242663,-4.2903897,Major_E
209,1,2,2,3,2,3,5,2,2,2,0.481107608,-1.331679381,Major_L
209,1,2,2,3,2,3,4,2,2,2,2.180890883,-4.670070418,Navar_E
209,1,2,2,3,2,3,6,4,2,3,2.078225118,3.414982277,Navar_L
209,1,2,2,3,2,3,4,1,1,2,-4.078251216,-1.249329138,Nelson_E
209,1,2,2,3,2,3,4,1,1,3,0.789331742,6.42021138,Nelson_L
209,1,2,2,3,2,3,4,3,3,2,-0.592235283,-4.415712623,Turbo_E
209,1,2,2,3,2,3,5,3,1,1,0.465522145,1.32344672,Turbo_L
209,1,2,2,3,2,3,3,1,3,1,-6.240110102,-1.115678747,Yukon_E
209,1,2,2,3,2,3,3,2,3,2,-6.260080193,4.918154752,Yukon_L
210,3,2,3,1,3,2,3,3,6,2,6.682682581,-2.541967427,Bolero_E
210,3,2,3,1,3,2,6,5,1,3,6.44115938,3.538032306,Bolero_L
210,3,2,3,1,3,2,4,2,3,1,-1.948242663,-4.2903897,Major_E
210,3,2,3,1,3,2,3,2,4,1,0.481107608,-1.331679381,Major_L
210,3,2,3,1,3,2,4,3,3,2,2.180890883,-4.670070418,Navar_E
210,3,2,3,1,3,2,5,4,3,2,2.078225118,3.414982277,Navar_L
210,3,2,3,1,3,2,3,3,3,1,-4.078251216,-1.249329138,Nelson_E
210,3,2,3,1,3,2,2,2,3,1,0.789331742,6.42021138,Nelson_L
210,3,2,3,1,3,2,5,5,1,2,-0.592235283,-4.415712623,Turbo_E
210,3,2,3,1,3,2,6,5,2,3,0.465522145,1.32344672,Turbo_L
210,3,2,3,1,3,2,4,2,3,1,-6.240110102,-1.115678747,Yukon_E
210,3,2,3,1,3,2,4,5,5,1,-6.260080193,4.918154752,Yukon_L
211,1,2,3,1,3,2,4,3,1,3,6.682682581,-2.541967427,Bolero_E
211,1,2,3,1,3,2,7,6,1,5,6.44115938,3.538032306,Bolero_L
211,1,2,3,1,3,2,5,5,3,3,-1.948242663,-4.2903897,Major_E
211,1,2,3,1,3,2,3,2,4,3,0.481107608,-1.331679381,Major_L
211,1,2,3,1,3,2,6,5,2,5,2.180890883,-4.670070418,Navar_E
211,1,2,3,1,3,2,7,6,1,6,2.078225118,3.414982277,Navar_L
211,1,2,3,1,3,2,7,6,1,5,-4.078251216,-1.249329138,Nelson_E
211,1,2,3,1,3,2,7,6,1,6,0.789331742,6.42021138,Nelson_L
211,1,2,3,1,3,2,5,4,2,2,-0.592235283,-4.415712623,Turbo_E
211,1,2,3,1,3,2,5,6,4,3,0.465522145,1.32344672,Turbo_L
211,1,2,3,1,3,2,4,2,3,2,-6.240110102,-1.115678747,Yukon_E
211,1,2,3,1,3,2,7,7,1,5,-6.260080193,4.918154752,Yukon_L
212,1,1,3,3,3,3,4,4,2,4,6.682682581,-2.541967427,Bolero_E
212,1,1,3,3,3,3,5,3,1,3,6.44115938,3.538032306,Bolero_L
212,1,1,3,3,3,3,3,2,2,2,-1.948242663,-4.2903897,Major_E
212,1,1,3,3,3,3,3,2,3,2,0.481107608,-1.331679381,Major_L
212,1,1,3,3,3,3,4,2,3,2,2.180890883,-4.670070418,Navar_E
212,1,1,3,3,3,3,5,2,3,3,2.078225118,3.414982277,Navar_L
212,1,1,3,3,3,3,5,2,3,3,-4.078251216,-1.249329138,Nelson_E
212,1,1,3,3,3,3,5,3,2,4,0.789331742,6.42021138,Nelson_L
212,1,1,3,3,3,3,5,3,3,3,-0.592235283,-4.415712623,Turbo_E
212,1,1,3,3,3,3,3,2,4,2,0.465522145,1.32344672,Turbo_L
212,1,1,3,3,3,3,4,2,2,2,-6.240110102,-1.115678747,Yukon_E
212,1,1,3,3,3,3,6,4,2,4,-6.260080193,4.918154752,Yukon_L
213,1,2,3,3,3,3,4,2,1,2,6.682682581,-2.541967427,Bolero_E
213,1,2,3,3,3,3,4,3,1,2,6.44115938,3.538032306,Bolero_L
213,1,2,3,3,3,3,4,2,2,2,-1.948242663,-4.2903897,Major_E
213,1,2,3,3,3,3,3,1,3,2,0.481107608,-1.331679381,Major_L
213,1,2,3,3,3,3,4,2,1,2,2.180890883,-4.670070418,Navar_E
213,1,2,3,3,3,3,5,3,1,3,2.078225118,3.414982277,Navar_L
213,1,2,3,3,3,3,4,2,1,2,-4.078251216,-1.249329138,Nelson_E
213,1,2,3,3,3,3,4,2,1,2,0.789331742,6.42021138,Nelson_L
213,1,2,3,3,3,3,4,2,1,2,-0.592235283,-4.415712623,Turbo_E
213,1,2,3,3,3,3,4,2,3,2,0.465522145,1.32344672,Turbo_L
213,1,2,3,3,3,3,4,2,1,2,-6.240110102,-1.115678747,Yukon_E
213,1,2,3,3,3,3,3,1,3,1,-6.260080193,4.918154752,Yukon_L
214,1,2,2,3,2,3,4,2,2,4,6.682682581,-2.541967427,Bolero_E
214,1,2,2,3,2,3,4,5,1,4,6.44115938,3.538032306,Bolero_L
214,1,2,2,3,2,3,4,4,3,5,-1.948242663,-4.2903897,Major_E
214,1,2,2,3,2,3,5,5,1,5,0.481107608,-1.331679381,Major_L
214,1,2,2,3,2,3,5,5,2,6,2.180890883,-4.670070418,Navar_E
214,1,2,2,3,2,3,6,6,1,6,2.078225118,3.414982277,Navar_L
214,1,2,2,3,2,3,6,5,1,4,-4.078251216,-1.249329138,Nelson_E
214,1,2,2,3,2,3,3,4,4,5,0.789331742,6.42021138,Nelson_L
214,1,2,2,3,2,3,4,3,2,5,-0.592235283,-4.415712623,Turbo_E
214,1,2,2,3,2,3,5,4,1,3,0.465522145,1.32344672,Turbo_L
214,1,2,2,3,2,3,4,4,2,5,-6.240110102,-1.115678747,Yukon_E
214,1,2,2,3,2,3,5,5,1,4,-6.260080193,4.918154752,Yukon_L
215,1,2,2,3,2,3,4,2,2,4,6.682682581,-2.541967427,Bolero_E
215,1,2,2,3,2,3,5,5,1,4,6.44115938,3.538032306,Bolero_L
215,1,2,2,3,2,3,4,2,3,1,-1.948242663,-4.2903897,Major_E
215,1,2,2,3,2,3,5,3,3,4,0.481107608,-1.331679381,Major_L
215,1,2,2,3,2,3,3,3,3,4,2.180890883,-4.670070418,Navar_E
215,1,2,2,3,2,3,4,2,4,3,2.078225118,3.414982277,Navar_L
215,1,2,2,3,2,3,3,3,3,4,-4.078251216,-1.249329138,Nelson_E
215,1,2,2,3,2,3,5,3,4,3,0.789331742,6.42021138,Nelson_L
215,1,2,2,3,2,3,4,3,3,5,-0.592235283,-4.415712623,Turbo_E
215,1,2,2,3,2,3,4,3,2,3,0.465522145,1.32344672,Turbo_L
215,1,2,2,3,2,3,3,3,3,5,-6.240110102,-1.115678747,Yukon_E
215,1,2,2,3,2,3,3,2,5,2,-6.260080193,4.918154752,Yukon_L
216,1,2,2,3,3,3,3,4,5,4,6.682682581,-2.541967427,Bolero_E
216,1,2,2,3,3,3,7,5,1,6,6.44115938,3.538032306,Bolero_L
216,1,2,2,3,3,3,5,2,2,4,-1.948242663,-4.2903897,Major_E
216,1,2,2,3,3,3,3,2,5,3,0.481107608,-1.331679381,Major_L
216,1,2,2,3,3,3,5,4,4,3,2.180890883,-4.670070418,Navar_E
216,1,2,2,3,3,3,5,6,1,6,2.078225118,3.414982277,Navar_L
216,1,2,2,3,3,3,3,3,3,3,-4.078251216,-1.249329138,Nelson_E
216,1,2,2,3,3,3,5,4,2,5,0.789331742,6.42021138,Nelson_L
216,1,2,2,3,3,3,6,6,1,6,-0.592235283,-4.415712623,Turbo_E
216,1,2,2,3,3,3,5,6,1,5,0.465522145,1.32344672,Turbo_L
216,1,2,2,3,3,3,4,4,5,4,-6.240110102,-1.115678747,Yukon_E
216,1,2,2,3,3,3,5,4,2,2,-6.260080193,4.918154752,Yukon_L
217,1,2,2,3,3,3,3,2,5,2,6.682682581,-2.541967427,Bolero_E
217,1,2,2,3,3,3,6,5,5,4,6.44115938,3.538032306,Bolero_L
217,1,2,2,3,3,3,3,3,5,2,-1.948242663,-4.2903897,Major_E
217,1,2,2,3,3,3,5,3,4,2,0.481107608,-1.331679381,Major_L
217,1,2,2,3,3,3,3,2,1,3,2.180890883,-4.670070418,Navar_E
217,1,2,2,3,3,3,5,5,2,5,2.078225118,3.414982277,Navar_L
217,1,2,2,3,3,3,5,5,1,5,-4.078251216,-1.249329138,Nelson_E
217,1,2,2,3,3,3,5,4,1,3,0.789331742,6.42021138,Nelson_L
217,1,2,2,3,3,3,3,3,4,2,-0.592235283,-4.415712623,Turbo_E
217,1,2,2,3,3,3,4,3,3,3,0.465522145,1.32344672,Turbo_L
217,1,2,2,3,3,3,4,2,5,2,-6.240110102,-1.115678747,Yukon_E
217,1,2,2,3,3,3,5,5,4,4,-6.260080193,4.918154752,Yukon_L
218,2,1,2,1,3,2,4,2,5,4,6.682682581,-2.541967427,Bolero_E
218,2,1,2,1,3,2,5,4,4,4,6.44115938,3.538032306,Bolero_L
218,2,1,2,1,3,2,4,2,3,4,-1.948242663,-4.2903897,Major_E
218,2,1,2,1,3,2,4,3,3,3,0.481107608,-1.331679381,Major_L
218,2,1,2,1,3,2,4,2,2,2,2.180890883,-4.670070418,Navar_E
218,2,1,2,1,3,2,6,4,3,6,2.078225118,3.414982277,Navar_L
218,2,1,2,1,3,2,6,4,2,5,-4.078251216,-1.249329138,Nelson_E
218,2,1,2,1,3,2,4,3,2,4,0.789331742,6.42021138,Nelson_L
218,2,1,2,1,3,2,5,2,2,4,-0.592235283,-4.415712623,Turbo_E
218,2,1,2,1,3,2,5,2,2,4,0.465522145,1.32344672,Turbo_L
218,2,1,2,1,3,2,4,1,2,4,-6.240110102,-1.115678747,Yukon_E
218,2,1,2,1,3,2,3,2,4,4,-6.260080193,4.918154752,Yukon_L
222,1,2,3,1,3,2,5,5,2,3,6.682682581,-2.541967427,Bolero_E
222,1,2,3,1,3,2,6,5,1,3,6.44115938,3.538032306,Bolero_L
222,1,2,3,1,3,2,3,1,3,2,-1.948242663,-4.2903897,Major_E
222,1,2,3,1,3,2,5,2,2,4,0.481107608,-1.331679381,Major_L
222,1,2,3,1,3,2,6,2,3,3,2.180890883,-4.670070418,Navar_E
222,1,2,3,1,3,2,6,2,2,3,2.078225118,3.414982277,Navar_L
222,1,2,3,1,3,2,5,3,1,2,-4.078251216,-1.249329138,Nelson_E
222,1,2,3,1,3,2,4,3,2,4,0.789331742,6.42021138,Nelson_L
222,1,2,3,1,3,2,4,1,1,2,-0.592235283,-4.415712623,Turbo_E
222,1,2,3,1,3,2,4,2,2,3,0.465522145,1.32344672,Turbo_L
222,1,2,3,1,3,2,5,3,1,3,-6.240110102,-1.115678747,Yukon_E
222,1,2,3,1,3,2,6,5,1,2,-6.260080193,4.918154752,Yukon_L
223,2,1,3,1,7,3,5,3,2,3,6.682682581,-2.541967427,Bolero_E
223,2,1,3,1,7,3,5,5,2,4,6.44115938,3.538032306,Bolero_L
223,2,1,3,1,7,3,6,4,4,5,-1.948242663,-4.2903897,Major_E
223,2,1,3,1,7,3,5,3,4,4,0.481107608,-1.331679381,Major_L
223,2,1,3,1,7,3,5,4,2,2,2.180890883,-4.670070418,Navar_E
223,2,1,3,1,7,3,4,3,3,3,2.078225118,3.414982277,Navar_L
223,2,1,3,1,7,3,4,4,5,5,-4.078251216,-1.249329138,Nelson_E
223,2,1,3,1,7,3,6,5,2,5,0.789331742,6.42021138,Nelson_L
223,2,1,3,1,7,3,5,5,2,4,-0.592235283,-4.415712623,Turbo_E
223,2,1,3,1,7,3,5,3,3,4,0.465522145,1.32344672,Turbo_L
223,2,1,3,1,7,3,4,4,2,3,-6.240110102,-1.115678747,Yukon_E
223,2,1,3,1,7,3,5,3,2,3,-6.260080193,4.918154752,Yukon_L
224,3,2,1,3,2,3,6,4,1,5,6.682682581,-2.541967427,Bolero_E
224,3,2,1,3,2,3,5,4,1,4,6.44115938,3.538032306,Bolero_L
224,3,2,1,3,2,3,3,2,3,1,-1.948242663,-4.2903897,Major_E
224,3,2,1,3,2,3,5,2,4,3,0.481107608,-1.331679381,Major_L
224,3,2,1,3,2,3,5,2,2,2,2.180890883,-4.670070418,Navar_E
224,3,2,1,3,2,3,6,5,1,6,2.078225118,3.414982277,Navar_L
224,3,2,1,3,2,3,7,4,2,5,-4.078251216,-1.249329138,Nelson_E
224,3,2,1,3,2,3,4,2,1,2,0.789331742,6.42021138,Nelson_L
224,3,2,1,3,2,3,3,1,1,1,-0.592235283,-4.415712623,Turbo_E
224,3,2,1,3,2,3,4,3,3,2,0.465522145,1.32344672,Turbo_L
224,3,2,1,3,2,3,4,3,2,2,-6.240110102,-1.115678747,Yukon_E
224,3,2,1,3,2,3,5,4,2,4,-6.260080193,4.918154752,Yukon_L
226,1,2,3,1,1,3,5,2,4,4,6.682682581,-2.541967427,Bolero_E
226,1,2,3,1,1,3,4,2,5,2,6.44115938,3.538032306,Bolero_L
226,1,2,3,1,1,3,5,2,5,2,-1.948242663,-4.2903897,Major_E
226,1,2,3,1,1,3,4,2,6,3,0.481107608,-1.331679381,Major_L
226,1,2,3,1,1,3,3,2,6,2,2.180890883,-4.670070418,Navar_E
226,1,2,3,1,1,3,5,2,2,4,2.078225118,3.414982277,Navar_L
226,1,2,3,1,1,3,NA,3,2,2,-4.078251216,-1.249329138,Nelson_E
226,1,2,3,1,1,3,3,2,5,3,0.789331742,6.42021138,Nelson_L
226,1,2,3,1,1,3,3,2,5,2,-0.592235283,-4.415712623,Turbo_E
226,1,2,3,1,1,3,2,2,5,2,0.465522145,1.32344672,Turbo_L
226,1,2,3,1,1,3,5,3,2,3,-6.240110102,-1.115678747,Yukon_E
226,1,2,3,1,1,3,6,4,2,4,-6.260080193,4.918154752,Yukon_L
227,2,1,3,1,3,3,3,2,3,2,6.682682581,-2.541967427,Bolero_E
227,2,1,3,1,3,3,6,4,3,5,6.44115938,3.538032306,Bolero_L
227,2,1,3,1,3,3,5,4,2,2,-1.948242663,-4.2903897,Major_E
227,2,1,3,1,3,3,6,6,2,5,0.481107608,-1.331679381,Major_L
227,2,1,3,1,3,3,3,2,6,2,2.180890883,-4.670070418,Navar_E
227,2,1,3,1,3,3,6,5,3,6,2.078225118,3.414982277,Navar_L
227,2,1,3,1,3,3,6,6,2,5,-4.078251216,-1.249329138,Nelson_E
227,2,1,3,1,3,3,3,1,6,1,0.789331742,6.42021138,Nelson_L
227,2,1,3,1,3,3,6,3,3,5,-0.592235283,-4.415712623,Turbo_E
227,2,1,3,1,3,3,5,4,3,4,0.465522145,1.32344672,Turbo_L
227,2,1,3,1,3,3,6,6,2,6,-6.240110102,-1.115678747,Yukon_E
227,2,1,3,1,3,3,5,4,3,2,-6.260080193,4.918154752,Yukon_L
228,1,2,3,1,4,3,5,1,1,2,6.682682581,-2.541967427,Bolero_E
228,1,2,3,1,4,3,5,2,1,2,6.44115938,3.538032306,Bolero_L
228,1,2,3,1,4,3,5,2,1,2,-1.948242663,-4.2903897,Major_E
228,1,2,3,1,4,3,5,2,1,2,0.481107608,-1.331679381,Major_L
228,1,2,3,1,4,3,5,2,1,3,2.180890883,-4.670070418,Navar_E
228,1,2,3,1,4,3,5,2,1,1,2.078225118,3.414982277,Navar_L
228,1,2,3,1,4,3,5,1,1,2,-4.078251216,-1.249329138,Nelson_E
228,1,2,3,1,4,3,5,2,1,2,0.789331742,6.42021138,Nelson_L
228,1,2,3,1,4,3,4,1,1,1,-0.592235283,-4.415712623,Turbo_E
228,1,2,3,1,4,3,5,2,1,2,0.465522145,1.32344672,Turbo_L
228,1,2,3,1,4,3,4,2,1,2,-6.240110102,-1.115678747,Yukon_E
228,1,2,3,1,4,3,6,3,1,2,-6.260080193,4.918154752,Yukon_L
229,1,2,2,3,3,3,4,2,3,2,6.682682581,-2.541967427,Bolero_E
229,1,2,2,3,3,3,6,5,1,3,6.44115938,3.538032306,Bolero_L
229,1,2,2,3,3,3,6,3,1,3,-1.948242663,-4.2903897,Major_E
229,1,2,2,3,3,3,5,3,2,3,0.481107608,-1.331679381,Major_L
229,1,2,2,3,3,3,5,2,1,2,2.180890883,-4.670070418,Navar_E
229,1,2,2,3,3,3,6,5,2,3,2.078225118,3.414982277,Navar_L
229,1,2,2,3,3,3,7,2,1,2,-4.078251216,-1.249329138,Nelson_E
229,1,2,2,3,3,3,6,5,2,4,0.789331742,6.42021138,Nelson_L
